char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword	~
䞟			GOHA	土人竹日	53482.100						
䞠			GOMR	土人一口	53479.150						
䞡			GOAM	土人日一	53482.010						
䞢			GOOS	土人人尸	53482.080						
䞣			GOHMY	土人竹一卜	53482.110						
䞤			GOPR	土人心口	53483.030						
䞥			GOKB	土人大月	53485.050						
䞦			GOHER	土人竹水口	53486.080						
䞧			GOHMR	土人竹一口	53486.020						
䞨			GOGG	土人土土	53484.090						
䞩			GOOMR	土人人一口	53486.040						
䞪			GOSHL	土人尸竹中	53485.060						
䞫			GOSKR	土人尸大口	53490.030						
䞬			GOHDS	土人竹木尸	53489.080						
䞭			GOICE	土人戈金水	53490.060						
䞮			GOOMD	土人人一木	53489.110						
䞯			GOBND	土人月弓木	53489.100						
䞰			GOGLC	土人土中金	53487.060						
䞱			GOCOR	土人金人口	53489.140						
䞳			GOYTR	土人卜廿口	53493.120						
䞴			GOBQR	土人月手口	53493.100						
䞵			GOEEE	土人水水水	53494.050						
䞶			GOAMH	土人日一竹	53494.110						
䞷			GOSUU	土人尸山山	53494.020						
䞸			GOMMR	土人一一口	53490.070						
䞹			GOHAG	土人竹日土	53495.080						
䞺			GOHJU	土人竹十山	53495.090						
䞻			GONBS	土人弓月尸	53496.030						
䞼			GOVNO	土人女弓人	53496.040						
䞽			GOJBF	土人十月火	53496.080						
䞾			GOHYU	土人竹卜山	53496.150						
䞿			JTCO	十廿金人	20956.090						
䟀			GOTQM	土人廿手一	53498.020						
䟁			GOVVD	土人女女木	53499.190						
䟂			GOAWE	土人日田水	53499.040						
䟃			GOIIH	土人戈戈竹	53499.180						
䟄			GOQMC	土人手一金	53498.040						
䟅			JLGYO	十中土卜人	53498.100						
䟆			GOWTJ	土人田廿十	53499.050						to keep persons off the route of the emperor
䟇			GOVII	土人女戈戈	53501.080						
䟈			GOJIG	土人十戈土	53501.090						
䟉			GOWLI	土人田中戈	53502.040						
䟊			GOYPO	土人卜心人	53501.110						
䟋			GONCR	土人弓金口	53502.090						
䟌			GOJIG	土人十戈土	53502.150						
䟍			GOHUS	土人竹山尸	53503.110						
䟏			GOVID	土人女戈木	53503.120						
䟐			GOMHM	土人一竹一	53504.030						
䟑			GOOMB	土人人一月	53504.100						
䟒			GOTRG	土人廿口土	53504.120						
䟓			RMMN	口一一弓	63687.040						
䟔			RMY	口一卜	63687.060						
䟕			RMEI	口一水戈	63688.160						
䟖			RMU	口一山	63688.060						
䟗			RMHVP	口一竹女心	63692.030						
䟘			RMYHN	口一卜竹弓	63692.090						
䟙			RMPSH	口一心尸竹	63690.060						
䟚			RMMML	口一一一中	63688.180						
䟛			RMJB	口一十月	63689.050						
䟜			RMOB	口一人月	63691.030						
䟝			RMHNE	口一竹弓水	63692.080						
䟞			RMFH	口一火竹	63691.020						
䟟			HYRYO	竹卜口卜人	63697.010						
䟠			RMIV	口一戈女	63694.030						
䟡			RMHVI	口一竹女戈	63697.090						
䟢			RMNF	口一弓火	63696.020						
䟣			RMIJC	口一戈十金	63693.140						
䟤			RMPH	口一心竹	63698.040						
䟥			RMNIH	口一弓戈竹	63699.060						
䟦			RMHKE	口一竹大水	63696.030						
䟧			RMW	口一田	63695.040						
䟨			RMRVP	口一口女心	63698.090						
䟩			RMGI	口一土戈	63693.090						
䟪			RMHIO	口一竹戈人	63691.160						
䟫			FBRYO	火月口卜人	63695.010						
䟬			RMOM	口一人一	63696.050						
䟭			RMHS	口一竹尸	63696.010						
䟮			RMOIK	口一人戈大	63702.160						
䟯			RMHJR	口一竹十口	63702.130						
䟰			RMHON	口一竹人弓	63703.030						
䟴			RMMMV	口一一一女	63708.060						
䟵			RMIJE	口一戈十水	63707.150						
䟶			RMOOG	口一人人土	63709.200						
䟷			RMQHL	口一手竹中	63707.100						
䟸			RMBT	口一月廿	63710.010						
䟹			RMBDI	口一月木戈	63709.150						
䟺			RMBUC	口一月山金	63708.120						
䟻			RMOMD	口一人一木	63709.170						
䟼			RMMPM	口一一心一	63712.010						
䟾			RMEEE	口一水水水	63720.090						
䟿			RMVNE	口一女弓水	63720.100						
䠀			RMFBR	口一火月口	63716.040						to sit cross-legged like a Buddhist priest: Phonosemantic compound. 足 represents the meaning and 尚 represents the sound.
䠂			DDRYO	木木口卜人	63713.020						
䠃			RMMLB	口一一中月	63713.030						
䠄			RMTBC	口一廿月金	63716.100						
䠅			RMWHD	口一田竹木	63716.110						
䠆			RMSMV	口一尸一女	63712.020						
䠇			RMSUU	口一尸山山	63720.060						
䠈			RMLE	口一中水	63720.040						
䠉			RMJRR	口一十口口	63719.080						
䠊			RMLMY	口一中一卜	63715.010						
䠋			RMHHJ	口一竹竹十	63717.060						
䠍			RMRSE	口一口尸水	63726.070						
䠎			RMSMG	口一尸一土	63726.080						
䠏			RMNOK	口一弓人大	63727.060						
䠐			RMBUK	口一月山大	63722.100						
䠑			RMKGG	口一大土土	63722.040						
䠒			RMJRB	口一十口月	63721.070						
䠓			RMTCW	口一廿金田	63725.010						
䠔			RMTPO	口一廿心人	63725.030						
䠕			RMYPD	口一卜心木	63728.070						
䠗			RMHUK	口一竹山大	63728.150						
䠘			RMHWP	口一竹田心	63729.010						
䠙			RMYBS	口一卜月尸	63731.030						
䠚			RMJCO	口一十金人	63731.060						
䠛			RMBOU	口一月人山	63730.030						
䠜			RMTSJ	口一廿尸十	63727.130						
䠝			RMRBC	口一口月金	63728.110						
䠞			RMIHF	口一戈竹火	63733.080						wrinkled
䠟			GIRYO	土戈口卜人	63732.120						
䠠			KPBLO	大心月中人	63733.010						
䠡			RMYPM	口一卜心一	63734.060						
䠢			TWLO	廿田中人	63732.150						
䠣			RMRUC	口一口山金	63742.070						
䠤			RMRRJ	口一口口十	63739.130						
䠥			RMFBK	口一火月大	63734.070						
䠦			RMORA	口一人口日	63739.160						
䠧			RMSJA	口一尸十日	63736.110						
䠨			RMNCR	口一弓金口	63744.110						
䠩			RMYMH	口一卜一竹	63743.130						
䠪			RMVVI	口一女女戈	63747.010						
䠫			RMSEO	口一尸水人	63745.070						
䠬			RMNTL	口一弓廿中	63746.080						
䠭			RMDLC	口一木中金	63749.010						
䠮			RMFQF	口一火手火	63749.090						
䠯			RMOMB	口一人一月	63749.170						
䠰			RMTRG	口一廿口土	63750.110						
䠱			RMSEI	口一尸水戈	63752.120						
䠲			HHOII	竹竹人戈戈	63809.200						
䠳			HHUU	竹竹山山	63810.030						
䠴			HHYT	竹竹卜廿	63810.010						
䠵			HHODI	竹竹人木戈	63809.190						
䠶			HHOK	竹竹人大	63809.170						to shoot: Variant of 射.
䠷			HHLMO	竹竹中一人	63810.190						
䠸			HHKMS	竹竹大一尸	63810.070						
䠹			HHYVO	竹竹卜女人	63810.220						
䠻			HHJCN	竹竹十金弓	63811.190						
䠼			HHOMN	竹竹人一弓	63812.050						
䠽			HHUMT	竹竹山一廿	63812.130						
䠾			HHANO	竹竹日弓人	63812.200						
䠿			HHLMC	竹竹中一金	63813.140						
䡀			HHYWM	竹竹卜田一	63814.070						
䡁			HHYBP	竹竹卜月心	63814.180						
䡂			JJVL	十十女中	53514.010						
䡃			JJKS	十十大尸	53514.030						
䡅			JJLLL	十十中中中	53516.040						
䡆			JJCI	十十金戈	53518.110						
䡇			JJMMU	十十一一山	53517.030						
䡈			JJKK	十十大大	53518.070						
䡉			JJYHN	十十卜竹弓	53519.070						
䡊			JJHE	十十竹水	53518.060						
䡋			JJJE	十十十水	53517.050						
䡌			JJKI	十十大戈	53517.070						
䡍			JJQO	十十手人	53517.020						
䡎			JJHS	十十竹尸	53519.080						
䡏			JJNI	十十弓戈	53525.070						
䡐			JJJP	十十十心	53525.010						
䡑			JJRVP	十十口女心	53525.050						
䡒			JJW	十十田	53520.110						
䡓			HOJJN	竹人十十弓	53530.020						
䡔			JJNIN	十十弓戈弓	53531.020						
䡕			JJNEM	十十弓水一	53532.070						
䡖			JJMCG	十十一金土	53529.030						
䡗			MNJWJ	一弓十田十	53528.020						
䡘			JJPW	十十心田	53535.110						
䡙			JJIAV	十十戈日女	53536.050						
䡚			JJHAU	十十竹日山	53535.040						
䡛			JJJWJ	十十十田十	53533.020						
䡜			JJGCG	十十土金土	53537.020						
䡝			JJJNU	十十十弓山	53542.090						
䡞			BUKJJ	月山大十十	53539.010						
䡟			JJHWJ	十十竹田十	53540.030						
䡡			JJPPA	十十心心日	53544.010						
䡢			JJISB	十十戈尸月	53547.110						
䡣			JJBJJ	十十月十十	53547.100						
䡤			JAJWJ	十日十田十	53543.070						
䡥			JJJCR	十十十金口	53551.030						
䡦			JJEED	十十水水木	53551.090						
䡧			JJHRF	十十竹口火	53550.080						
䡨			TMJWJ	廿一十田十	53550.130						
䡩			JJJBC	十十十月金	53550.090						
䡪			JJISM	十十戈尸一	53551.040						
䡫			JJYHJ	十十卜竹十	53554.060						
䡬			JJAWE	十十日田水	53554.010						
䡭			JJTQG	十十廿手土	53554.130						
䡯			JJHWP	十十竹田心	53554.030						
䡰			GEJWJ	土水十田十	53552.020						
䡱			JJSRR	十十尸口口	53553.020						
䡲			JJRRJ	十十口口十	53556.030						
䡳			JJTCL	十十廿金中	53555.080						
䡴			JJYTG	十十卜廿土	53556.110						
䡵			JJYTO	十十卜廿人	53559.020						
䡶			JJSRJ	十十尸口十	53559.090						
䡷			JJTGT	十十廿土廿	53559.110						
䡹			JJJBO	十十十月人	53560.150						
䡺			JJQJP	十十手十心	53560.100						
䡻			JJHUS	十十竹山尸	53561.030						
䡼			JJMBR	十十一月口	53562.120						
䡽			JJHUC	十十竹山金	53563.010						
䡾			JJYBK	十十卜月大	53563.060						
䡿			JJMBO	十十一月人	53563.140						
䢀			KQON	大手人弓							
䢁			KQB	大手月							
䢃			SJK	尸十大	64041.010						
䢄			IJDD	戈十木木	64044.050						
䢅			HXMMV	竹難一一女	63608.030						
䢇			JUMVI	十山一女戈	63608.050						
䢈			MVOMA	一女人一日	63608.100						
䢉			HXMMV	竹難一一女	63608.090						
䢊			YND	卜弓木	63817.070						
䢋			YML	卜一中	63816.050						
䢌			YJB	卜十月	63818.110						
䢍			YYHS	卜卜竹尸	63822.010						
䢐			YBM	卜月一	63823.070						
䢑			YHVI	卜竹女戈	63826.040						
䢒			YYCK	卜卜金大	63831.060						
䢓			YJMD	卜十一木	63834.010						
䢔			YOMR	卜人一口	63830.020						
䢕			YIHM	卜戈竹一	63828.040						
䢖			YLQ	卜中手	63834.020						
䢗			YTW	卜廿田	63828.100						
䢙			YBUC	卜月山金	63841.020						
䢚			YMLK	卜一中大	63837.020						
䢛			YBCR	卜月金口	63841.050						
䢝			YMLM	卜一中一	63847.070						
䢞			YDD	卜木木	63848.020						
䢟			YYSK	卜卜尸大	63853.020						
䢠			YFT	卜火廿	63853.050						
䢡			YPTD	卜心廿木	63856.040						
䢢			YOIR	卜人戈口	63873.020						
䢣			YNIR	卜弓戈口							
䢤			YHDD	卜竹木木	63872.020						
䢥			YMMU	卜一一山	63870.010						
䢦			YYIJ	卜卜戈十	63879.020						
䢧			YSMH	卜尸一竹	63880.060						
䢨			YHOO	卜竹人人	63876.170						
䢩			YMRK	卜一口大	63876.010						
䢪			YHKB	卜竹大月	63884.040						
䢫			YNLB	卜弓中月	63880.040						
䢭			YTGO	卜廿土人	63891.020						
䢮			YMBW	卜一月田	63887.130						
䢯			YFFQ	卜火火手	63893.010						
䢰			YSMG	卜尸一土	63893.040						
䢱			YGWC	卜土田金	63893.070						
䢲			YBUE	卜月山水	63897.030						
䢳			HNNL	竹弓弓中	63754.020						
䢵			MINL	一戈弓中	63757.050						
䢸			BMNL	月一弓中	63762.070						
䢹			SSNL	尸尸弓中	63758.030						
䢺			UUNL	山山弓中	63764.070						name of a place in today's Sichuan Province
䢻			SLNL	尸中弓中	63766.040						
䢼			TCNL	廿金弓中	63766.030						
䢽			TCRAU	廿金口日山	63765.070						
䢾			HUNL	竹山弓中	63768.030						
䢿			JVNL	十女弓中	63770.070						
䣀			NUNL	弓山弓中	63769.020						
䣁			SMNL	尸一弓中	63771.060						
䣂			QDNL	手木弓中	63768.010						
䣄			ODNL	人木弓中	63774.070						
䣅			MVNL	一女弓中	63772.090						
䣆			MMNL	一一弓中	63773.020						
䣇			IENL	戈水弓中	63772.020						
䣈			RURAU	口山口日山	63771.100						
䣊			FBNL	火月弓中	63778.090						
䣋			HDNL	竹木弓中	63780.010						
䣌			IINL	戈戈弓中	63780.080						
䣍			KUNL	大山弓中	63778.040						
䣎			VWNL	女田弓中	63782.080						
䣐			TKNL	廿大弓中	63782.130						
䣑			MGNL	一土弓中	63782.180						
䣓			MBNL	一月弓中	63788.010						
䣔			FCNL	火金弓中	63788.080						
䣕			SFNL	尸火弓中	63787.040						
䣖			SFRAU	尸火口日山	63787.010						
䣘			FGNL	火土弓中	63792.070						
䣙			UBNL	山月弓中	63793.030						
䣚			LVNL	中女弓中	63793.010						
䣛			DENL	木水弓中	63791.090						
䣜			YMNL	卜一弓中	63792.050						
䣝			SANL	尸日弓中	63799.030						
䣞			RUNL	口山弓中	63796.060						
䣟			MANL	一日弓中	63796.030						
䣠			QANL	手日弓中	63795.130						
䣡			TINL	廿戈弓中	63801.050						
䣢			QDTAL	手木廿日中	63802.040						
䣣			FFNL	火火弓中	63806.020						
䣤			BENL	月水弓中	63806.030						
䣥			MWP	一田心	63572.030						
䣦			MWKS	一田大尸	63573.020						
䣧			MWIP	一田戈心	63573.060						
䣨			MWQU	一田手山	63573.080						
䣩			MWPU	一田心山	63575.090						
䣪			MWJB	一田十月	63575.030						
䣫			MWJE	一田十水	63575.040						
䣬			MWI	一田戈	63575.100						
䣭			MWIK	一田戈大	63575.071						
䣮			MWIKK	一田戈大大	63578.030						
䣯			MWBM	一田月一	63578.060						
䣰			MWSS	一田尸尸	63575.080						
䣱			MWPR	一田心口	63579.080						
䣲			MWIT	一田戈廿	63580.050						
䣴			MWUKU	一田山大山	63581.080						
䣵			MWSJ	一田尸十	63580.110						
䣶			MWHJR	一田竹十口	63581.030						
䣷			MWHJD	一田竹十木	63581.010						
䣸			OGMCW	人土一金田	63581.050						
䣹			MWOI	一田人戈	63581.040						
䣺			MWRB	一田口月	63583.090 80038.010						
䣻			MWOIR	一田人戈口	63584.060						
䣼			MWYRF	一田卜口火	63587.100						
䣽			ORMCW	人口一金田	63587.010						
䣾			MWJBM	一田十月一	63588.030						
䣿			MWMDT	一田一木廿	63585.050						
䤁			MWTMV	一田廿一女	63588.110						
䤂			MWTMD	一田廿一木	63588.100						
䤃			MWYTA	一田卜廿日	63591.110						
䤄			MWMWL	一田一田中	63589.080						
䤅			MWOMN	一田人一弓	63591.010						
䤆			MWNOK	一田弓人大	63592.090						
䤉			MWPHT	一田心竹廿	63594.120						
䤊			MWTSJ	一田廿尸十	63592.150						
䤋			TWIRM	廿田戈口一	63593.100						
䤌			MWOIR	一田人戈口	63593.140						
䤍			MWTLB	一田廿中月	63595.040						
䤎			MWNHB	一田弓竹月	63599.100						
䤏			MWLYQ	一田中卜手	63598.020						
䤐			MWMUA	一田一山日	63598.010						
䤑			MWTMC	一田廿一金	63597.070						
䤒			MWVII	一田女戈戈	63599.120						
䤓			MWTBO	一田廿月人	63601.120						
䤔			ELMCW	水中一金田	63602.050						
䤕			MWVID	一田女戈木	63602.120						
䤖			MWATE	一田日廿水	63602.110						
䤗			YQMCW	卜手一金田	63604.030						
䤘			MWOIM	一田人戈一	63603.080						
䤙			MWVOI	一田女人戈	63605.040						
䤚			BWG	月田土	63682.050						
䤛			CVL	金女中	64170.030						
䤜			CQU	金手山	64172.070						
䤝			CHVL	金竹女中	64179.040						
䤞			CIKU	金戈大山	64174.170						
䤟			CBHN	金月竹弓	64180.070						
䤠			CYLM	金卜中一	64176.010						
䤡			CGB	金土月	64186.070						
䤣			CHFD	金竹火木	64187.140						
䤤			CYVO	金卜女人	64202.060						
䤥			CNMU	金弓一山	64200.040						
䤦			COI	金人戈	64198.070						
䤧			CWR	金田口	64197.030						
䤨			CHHV	金竹竹女	64199.040						
䤩			CJHP	金十竹心	64202.140						
䤪			CHND	金竹弓木							
䤫			CUON	金山人弓	64208.070						
䤬			CEFH	金水火竹	64212.040						
䤭			CKKB	金大大月	64209.140						
䤮			CYLH	金卜中竹	64206.070						
䤯			CMTH	金一廿竹	64203.080						
䤰			GOC	土人金	64204.030						
䤱			CUHL	金山竹中	64208.060						
䤲			CGLC	金土中金	64203.110						
䤳			CYOK	金卜人大	64223.080						
䤴			CUNE	金山弓水	64227.070						
䤵			CLMY	金中一卜	64218.020						
䤶			CKLU	金大中山	64217.030						
䤷			CSAV	金尸日女	64228.110						
䤸			CVNO	金女弓人	64237.020						
䤹			CJFE	金十火水	64236.040						
䤺			CMRL	金一口中	64229.040						
䤻			CKMB	金大一月	64229.010						
䤼			CHAE	金竹日水	64233.072						
䤽			CWLF	金田中火	64241.040						
䤾			CBHX	金月竹難	64242.040						
䤿			CQHQ	金手竹手	64241.060						
䥀			NLTGI	弓中廿土戈	64245.130						
䥁			CNIW	金弓戈田	64245.140						
䥂			CBMO	金月一人	64245.080						
䥃			COBG	金人月土	64245.110						
䥄			CMTA	金一廿日	64240.010						
䥅			JGC	十土金	64227.130						
䥆			YLYC	卜中卜金	64243.100						
䥇			CISM	金戈尸一	64245.090						
䥈			CTIT	金廿戈廿	64237.120						
䥉			CJNI	金十弓戈	64252.090						
䥋			CYRF	金卜口火	64250.030						
䥌			JAAC	十日日金	64252.060						
䥍			GIC	土戈金	64246.100						
䥎			CMVB	金一女月	64248.020						
䥏			CHOL	金竹人中	64257.020						
䥐			NSC	弓尸金	64253.050						
䥑			CJON	金十人弓	64246.170						(corrupted form of 錽) a kind of decoration on the head of a horse
䥒			NIC	弓戈金	64252.140						
䥓			CTCG	金廿金土	64246.120						
䥔			CMWD	金一田木	64255.020						
䥕			CFBK	金火月大	64248.080						
䥖			CTWK	金廿田大	64257.050						
䥗			CGFO	金土火人	64253.110						
䥘			COOA	金人人日	64257.080						
䥙			CNLO	金弓中人	64253.020						
䥛			CQHF	金手竹火	64256.110						
䥜			CAND	金日弓木							
䥝			CIPP	金戈心心	64265.140						
䥞			CHSK	金竹尸大	64264.140						
䥟			CQAV	金手日女	64254.040						
䥡			CLLD	金中中木	64264.100						
䥢			GEC	土水金	64261.070						
䥣			HEC	竹水金	64264.090						
䥤			CMBU	金一月山	64262.140						
䥥			CYHC	金卜竹金	64271.011						a sickle
䥧			CYHU	金卜竹山	64268.080						
䥨			CANR	金日弓口	64271.050						
䥩			CHOK	金竹人大	64265.020						
䥪			CAVF	金日女火	64268.120						
䥫			CJIG	金十戈土	64266.050						
䥬			CTII	金廿戈戈	64266.090						
䥭			IEC	戈水金	64267.020						
䥮			CMWL	金一田中	64268.020						
䥯			CWLP	金田中心	64270.030						a farm tool to crush the clod of earth into pieces and make the land flat
䥰			CYVI	金卜女戈	64271.030						
䥱			CJHF	金十竹火	64271.040						
䥲			CSRO	金尸口人	64269.140						
䥳			CMBE	金一月水	64269.150						
䥵			CAGU	金日土山	64272.100						
䥶			CMHM	金一竹一	64272.060						
䥷			CHTN	金竹廿弓	64272.130						
䥸			NBC	弓月金	64274.080						
䥺			OPMVH	人心一女竹	64175.020						
䥽			OPIVE	人心戈女水	64192.080						
䥾			OPBYM	人心月卜一							
䦂			OPISM	人心戈尸一	64245.100						
䦃			OPTJA	人心廿十日	64246.140						
䦅			OPTTR	人心廿廿口	64258.100						
䦆			OPBUE	人心月山水	64278.030						(simplified form) a big hoe
䦇			SICVS	尸戈金女尸	64052.050						
䦈			SIKM	尸戈大一	64052.200						
䦊			SIYMF	尸戈卜一火	64053.120						
䦋			SIQSK	尸戈手尸大	64055.060						
䦌			ANG	日弓土	74283.070						
䦍			ANON	日弓人弓	74285.020						
䦎			ANMMU	日弓一一山	74287.010						
䦏			ANOLL	日弓人中中	74289.030						
䦐			ANQ	日弓手	74288.120						
䦑			ANDK	日弓木大	74291.070						
䦒			ANMR	日弓一口	74292.030						
䦓			ANYR	日弓卜口	74292.070						
䦔			ANAM	日弓日一	74292.080						
䦕			ANTT	日弓廿廿	74299.040 74304.130						(same as 閛) bang of the door
䦖			ANGR	日弓土口	74294.100						
䦗			ANHBT	日弓竹月廿	74297.040						
䦘			ANAV	日弓日女	74299.080						
䦙			ANGDI	日弓土木戈	74294.090						
䦚			ANHJR	日弓竹十口	74296.100						
䦛			ANNSD	日弓弓尸木	74298.050						
䦜			ANMMR	日弓一一口	74299.190						
䦝			ANGLC	日弓土中金	74299.130						
䦞			ANEMG	日弓水一土	74302.020						
䦟			ANOOG	日弓人人土	74300.190						
䦠			ANMSO	日弓一尸人	74303.110						
䦡			ANJRR	日弓十口口	74306.080						
䦢			ANEGI	日弓水土戈	74306.060						
䦣			ANYTR	日弓卜廿口	74306.020						
䦤			ANEEE	日弓水水水	74306.140						
䦥			ANDD	日弓木木	74303.050						
䦦			ANC	日弓金	74305.010						
䦧			ANHXU	日弓竹難山	74304.160						
䦨			ANDW	日弓木田	74303.060						
䦪			ANAPV	日弓日心女	74308.100						
䦫			ANTLK	日弓廿中大	74307.050						
䦬			ANQHK	日弓手竹大	74307.010						
䦭			ANHDA	日弓竹木日	74308.130						
䦮			ANQKA	日弓手大日	74307.020						
䦯			ANMGK	日弓一土大	74312.070						
䦱			ANIKF	日弓戈大火	74309.090						
䦲			ANNCR	日弓弓金口	74320.080						
䦳			ANVHL	日弓女竹中	74319.100						
䦴			ANWLJ	日弓田中十	74320.030						
䦵			ANMFB	日弓一火月	74321.010						
䦶			LSNSD	中尸弓尸木	74299.010						
䦷			LSOOG	中尸人人土	74300.200						
䦹			NLJ	弓中十	64114.040						
䦺			NLMN	弓中一弓	64114.050						
䦻			NLND	弓中弓木	64116.010						
䦼			NLDK	弓中木大	64119.010						
䦽			NLNIN	弓中弓戈弓	64119.030						
䦾			HRIHU	竹口戈竹山	10273.130						
䧁			NLPR	弓中心口	64123.050						
䧂			NLSHR	弓中尸竹口	64124.040						
䧃			NLW	弓中田	64121.050						
䧄			NLHER	弓中竹水口	64127.010						
䧅			NLKN	弓中大弓	64126.050						
䧆			NLTC	弓中廿金	64125.020						
䧇			NLYHV	弓中卜竹女	64128.020						
䧉			NLWG	弓中田土	64131.040						
䧊			NLHQR	弓中竹手口	64131.090						
䧋			NLBUU	弓中月山山	64131.050						
䧌			NLBV	弓中月女	64132.030						
䧍			NLCOR	弓中金人口	64133.040						
䧎			NLRB	弓中口月	80041.090						
䧑			NLJMO	弓中十一人	64142.010						
䧒			NLDOO	弓中木人人	64137.010						
䧓			NLBQR	弓中月手口	64139.030						
䧔			NLOIP	弓中人戈心	64139.010						
䧕			NLIRM	弓中戈口一	64136.020						
䧖			NLII	弓中戈戈	64137.050						
䧗			NLOAE	弓中人日水	64146.110						
䧘			NLVNO	弓中女弓人	64149.040						
䧙			NLUOP	弓中山人心	64146.070						
䧚			NLYRB	弓中卜口月	64152.090						
䧛			NLYBS	弓中卜月尸	64152.120						
䧜			NLILR	弓中戈中口	64152.110						
䧝			NLUMI	弓中山一戈	64153.020						
䧞			NLSQF	弓中尸手火	64149.100						
䧟			NLBHX	弓中月竹難	64152.040						
䧠			NLJII	弓中十戈戈	64153.120						
䧡			NLILB	弓中戈中月	64155.020						
䧢			NLSRR	弓中尸口口	64153.130						
䧤			NLTCO	弓中廿金人	64157.060						
䧥			NLJIP	弓中十戈心	64156.140						
䧦			NLBHF	弓中月竹火	64158.070						
䧧			NLTGI	弓中廿土戈	64161.050						
䧨			NLTCD	弓中廿金木	64160.030						
䧪			NLIKV	弓中戈大女	64161.040						
䧫			NLYRO	弓中卜口人	64163.020						
䧬			NLJMC	弓中十一金	64164.080						
䧮			NLJQP	弓中十手心	64165.010						
䧯			NLNRI	弓中弓口戈	64165.060						
䧰			NLNFF	弓中弓火火	64165.140						
䧲			MJOG	一十人土	64091.010						
䧳			YMOG	卜一人土	64095.020						
䧴			JEOG	十水人土	64093.010						
䧵			LUOG	中山人土	64096.030						
䧶			OGYC	人土卜金	64095.100						
䧷			HYOG	竹卜人土	64098.010						
䧺			KROG	大口人土	64096.110						
䧼			HROG	竹口人土	64100.140						
䧽			HDOG	竹木人土	64101.020						
䧿			TAOG	廿日人土	64101.130						
䨀			ODOG	人木人土	64102.030						
䨁			NKOG	弓大人土	64103.180						
䨂			HFOG	竹火人土	64103.070						
䨄			OWOG	人田人土	64110.020						
䨅			KFOG	大火人土	64110.190						
䨆			FKOG	火大人土	64110.220						
䨈			JCOG	十金人土	64111.240						
䨊			OGOGL	人土人土中	64113.180						
䨋			MBHP	一月竹心	64057.070						
䨌			MBMMU	一月一一山	64058.080						
䨍			MBTT	一月廿廿	64058.060						
䨎			MBNI	一月弓戈	64061.080						
䨏			MBIMO	一月戈一人	64063.080						
䨐			MBOMR	一月人一口	64063.020						
䨑			MBKN	一月大弓	64062.030						
䨒			MBSMM	一月尸一一	64063.130						
䨓			MBWR	一月田口	64062.090						
䨔			MBFMU	一月火一山	64062.040						
䨖			MBKB	一月大月	64062.010						
䨗			MBBND	一月月弓木	64065.040						
䨘			MBBUU	一月月山山	64064.030						
䨙			MBEHG	一月水竹土	64065.090						
䨚			MBPHP	一月心竹心	64068.050						
䨛			MBDHL	一月木竹中	64066.160						
䨜			MBBB	一月月月	64068.030						
䨝			MBQMB	一月手一月	64066.080						
䨞			MBHLB	一月竹中月	64071.030						
䨟			MBEGG	一月水土土	64071.110						
䨠			MBAPV	一月日心女	64070.090						
䨡			MBUNE	一月山弓水	64069.100						
䨢			MBTMV	一月廿一女	64069.170						
䨣			MBTLJ	一月廿中十	64070.010						
䨤			MBYLW	一月卜中田	64070.100						
䨥			MBOGE	一月人土水	64072.190						
䨦			MBYBS	一月卜月尸	64074.030						
䨨			MBYHR	一月卜竹口	64073.020						
䨩			MBIFL	一月戈火中	64072.070						
䨪			MBGWG	一月土田土	64072.080						
䨫			MBJON	一月十人弓	64075.050						
䨬			MBEDD	一月水木木	64075.220						
䨭			MIFB	一戈火月	64074.180						
䨮			MBQJS	一月手十尸	64074.160						
䨯			MBNLW	一月弓中田	64074.120						
䨰			MBETJ	一月水廿十	64077.080						
䨱			MBHOE	一月竹人水	64077.060						
䨲			MBNAI	一月弓日戈	64080.100						
䨳			MBBUU	一月月山山	64080.120						
䨴			MBTGI	一月廿土戈	64080.110						
䨵			MBEMJ	一月水一十	64082.040						
䨶			MBIBL	一月戈月中	64082.011						
䨷			MBDBE	一月木月水	64082.080						
䨸			MBNLP	一月弓中心	64084.040						
䨹			MBOLF	一月人中火	64085.050						
䨺			MIMII	一戈一戈戈	64085.170						
䨻			MWMWW	一田一田田	64085.220						
䨼			QBTOE	手月廿人水	64049.060						
䨽			LYSU	中卜尸山	64087.030						
䨾			ILMY	戈中一卜	64087.020						
䨿			MKLMY	一大中一卜	64087.050						
䩀			LYBUC	中卜月山金	64087.160						
䩁			LYHUU	中卜竹山山	64089.020						
䩂			MWOIN	一田人戈弓	74399.080						
䩃			MWPP	一田心心	74399.050						
䩄			MWBHU	一田月竹山							face to face
䩅			MWDHE	一田木竹水	74399.240						
䩆			MWOS	一田人尸	74399.180						
䩇			MWYR	一田卜口	74399.160						
䩈			MWOWY	一田人田卜	74400.150						
䩉			MWIJB	一田戈十月	74400.100						
䩊			MWJNU	一田十弓山	74401.070						
䩋			MWIDD	一田戈木木	74401.200						
䩌			MWOGF	一田人土火	74402.040						
䩍			MWKCF	一田大金火	74401.230						
䩏			MWTWI	一田廿田戈	74402.150						
䩐			TJON	廿十人弓	74326.070						
䩑			TJN	廿十弓	74327.020						
䩒			TJMD	廿十一木	74326.020						
